actor,classify,count,director,image,image_url,inq,last_updated,play,score,title1,title2,title3
本尼迪克特·康伯巴奇BenedictC...,2014/英国美国/剧情传记战争同性,293535人评价,莫腾·泰杜姆MortenTyldum,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,,[可播放],8.6,模仿游戏,TheImitationGame,/解码游戏(港)/模拟游戏
罗夫·拉斯加德RolfLassgård...,2015/瑞典/剧情,148242人评价,汉内斯·赫尔姆HannesHolm,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,惠及一生的美丽。,,[可播放],8.8,一个叫欧维的男人决定去死,EnmansomheterOve,/明天别再来敲门(台)/想死冇咁易(港)
达席尔·萨法瑞DarsheelSafary/阿...,2007/印度/剧情儿童家庭,97758人评价,阿米尔·汗AamirKhan,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,天使保护事件始末。,,,8.9,地球上的星星,TaareZameenPar,/心中的小星星(台)/每一个孩子都是特别的
山本圭KeiYamamoto/井川比佐志Hisa...,1987/日本/剧情,72661人评价,SeijirôKôyama,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg,养狗三日，便会对你终其一生。,,[可播放],9.0,忠犬八公物语,ハチ公物語,/八千公物语/阿八的故事
高山南MinamiTakayama/佐久间玲Re...,1989/日本/动画奇幻冒险,223442人评价,宫崎骏HayaoMiyazaki,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,,,8.5,魔女宅急便,魔女の宅急便,/魔女琪琪(台)/小魔女限时专送
马可·贾利尼MarcoGiallini...,2016/意大利/剧情喜剧,243769人评价,保罗·格诺维瑟PaoloGenovese,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,来啊，互相伤害啊！,,[可播放],8.6,完美陌生人,Perfettisconosciuti,/完美谎情(港)/波动的信息分享
马特·达蒙MattDamon/弗兰卡·波坦...,2002/美国德国捷克/动作悬疑惊悚,218704人评价,道格·里曼DougLiman,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,,[可播放],8.5,谍影重重,TheBourneIdentity,/叛谍追击(港)/神鬼认证(台)
马特·达蒙MattDamon/...,2004/美国德国/动作悬疑惊悚,181567人评价,保罗·格林格拉斯PaulGreengrass,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,谁说王家卫镜头很晃？,,[可播放],8.6,谍影重重2,TheBourneSupremacy,/叛谍追击2：机密圈套(港)/神鬼认证：神鬼疑云(台)
张震ChenChang/杨静怡LisaYang/张...,1991/台湾/剧情犯罪,122293人评价,杨德昌EdwardYang,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,弱者送给弱者的一刀。,,,8.8,牯岭街少年杀人事件,牯嶺街少年殺人事件,/ABrighterSummerDay
梁正晖Zhenghui...,1979/中国大陆/冒险动画奇幻,95286人评价,严定宪DingxianYan/王树忱ShuchenWang,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516566783.jpg,想你时你在闹海。,,[可播放],8.9,哪吒闹海,None,/PrinceNezha'sTriumphAgainstDragonKing/Nezhanaohai
艾伦·伯斯汀EllenBur...,2000/美国/剧情,125207人评价,达伦·阿伦诺夫斯基DarrenAronofsky,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg,一场没有春天的噩梦。,,[可播放],8.7,梦之安魂曲,RequiemforaDream,/噩梦挽歌(台)/迷上瘾(港)
张曼玉MaggieCheung/王祖贤JoeyWang/...,1993/香港/剧情奇幻古装,254506人评价,徐克HarkTsui,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,,[可播放],8.5,青蛇,None,/GreenSnake
JanetLeigh/AnthonyPerkins/VeraMiles,1960/美国/悬疑惊悚恐怖,97028人评价,AlfredHitchcock,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,故事的反转与反转，分裂电影的始祖。,,[可播放],8.9,惊魂记,Psycho,/精神病患者/触目惊心
萨尔曼·汗SalmanKhan/哈莎莉·马...,2015/印度/剧情喜剧动作,199700人评价,卡比尔·汗KabirKhan,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,宝莱坞的萝莉与大叔。,,[可播放],8.5,小萝莉的猴神大叔,BajrangiBhaijaan,/娃娃返乡任务(台)/宝莱坞之钢铁奶爸(台)
KeanuReeves/LaurenceF...,2003/美国澳大利亚/动作科幻,179706人评价,AndyWachowski/LarryWachowski,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,,[可播放],8.6,黑客帝国3：矩阵革命,TheMatrixRevolutions,/骇客任务完结篇：最后战役/廿二世纪杀人网络3：惊变世纪
凯拉·奈特莉KeiraKnightley/马克...,2013/美国/喜剧爱情音乐,199237人评价,约翰·卡尼JohnCarney,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,爱我就给我看你的播放列表。,,[可播放],8.5,再次出发之纽约遇见你,BeginAgain,/再次出发/歌曲改变人生
笠智众ChishûRyû/原节...,1953/日本/剧情家庭,59358人评价,小津安二郎YasujirôOzu,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,,[可播放],9.2,东京物语,東京物語,/东京故事/TokyoStory
张曼玉MaggieCheung/林青霞Brigitte...,1992/香港中国大陆/剧情动作武侠古装,211606人评价,李惠民RaymondLee,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,嬉笑怒骂，调风动月。,,[可播放],8.5,新龙门客栈,新龍門客棧,/NewDragonGateInn
绫濑遥HarukaAyase/长泽雅美M...,2015/日本/剧情家庭,162444人评价,是枝裕和HirokazuKoreeda,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232247487.jpg,是枝裕和的家庭习作。,,[可播放],8.7,海街日记,海街diary,/海街女孩日记(港)/KamakuraDiary
阿部宽HiroshiAbe/夏川结衣Yu...,2008/日本/剧情家庭,102811人评价,是枝裕和HirokazuKoreeda,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,,[可播放],8.8,步履不停,歩いても歩いても,/横山家之味(港)/步伐不停
杰克·吉伦哈尔JakeGyllenhaal/...,2011/美国加拿大/科幻悬疑惊悚,450983人评价,邓肯·琼斯DuncanJones,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,,,8.4,源代码,SourceCode,/启动原始码(台)/危机解密(港)
阿诺·施瓦辛格ArnoldSchwarz...,1991/美国法国/动作科幻,158975人评价,詹姆斯·卡梅隆JamesCameron,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,少见的超越首部的续集，动作片中的经典。,,[可播放],8.6,终结者2：审判日,Terminator2:JudgmentDay,/终结者2/终结者2：末日审判
汤姆·汉克斯TomHanks/大卫·摩斯DavidM...,1999/美国/犯罪剧情奇幻悬疑,120911人评价,FrankDarabont,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,天使暂时离开。,,[可播放],8.7,绿里奇迹,TheGreenMile,/绿色奇迹(台)/绿色英里
吉娜·戴维斯GeenaDavis/苏...,1991/美国法国/犯罪剧情惊悚,117905人评价,雷德利·斯科特RidleyScott,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg,没有了退路，只好飞向自由。,,,8.7,末路狂花,Thelma&Louise,/塞尔玛与路易丝/末路狂花
水桥研二KenjiMizuhashi/近藤好美...,2007/日本/动画剧情爱情,342919人评价,新海诚MakotoShinkai,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg,青春就是放弃和怀念。,,[可播放],8.3,秒速5厘米,秒速5センチメートル,/秒速五厘米/秒速5公分
,,521781人评价,,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,黑小鸭速效美白记。,,[可播放],8.3,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,/初恋那件小事(港)/暗恋那点小事
约翰·C·赖利JohnC.Reilly/萨拉...,2012/美国/喜剧动画奇幻冒险,212013人评价,瑞奇·莫尔RichMoore,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,迪士尼和皮克斯拿错剧本的产物。,,[可播放],8.7,无敌破坏王,Wreck-ItRalph,/破坏王拉尔夫/破坏王大冒险
查理·卓别林CharlesChaplin/弗吉尼亚·...,1931/美国/喜剧剧情爱情,51962人评价,CharlesChaplin,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2170238803.jpg,永远的小人物，伟大的卓别林。,,[可播放],9.2,城市之光,CityLights,/CityLights:AComedyRomanceinPantomime/LichterderGroßstadt
伊桑·霍克EthanHawke...,2013/美国/剧情爱情,134366人评价,理查德·林克莱特RichardLinklater,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,,[可播放],8.8,爱在午夜降临前,BeforeMidnight,/爱在午夜希腊时(台)/情约半生(港)
布拉德·皮特BradPitt/梅拉尼·罗兰M...,2009/美国德国/剧情犯罪,248929人评价,QuentinTarantino,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p770734475.jpg,昆汀同学越来越变态了，比北野武还杜琪峰。,,[可播放],8.5,无耻混蛋,InglouriousBasterds,/恶棍特工(台)/希魔撞正杀人狂(港)
让-马克·巴尔Jean-MarcBarr/让·雷诺JeanRe...,1988/法国美国意大利/剧情爱情,114425人评价,LucBesson,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,,,8.7,碧海蓝天,Legrandbleu,/碧海情深/夜海倾情
大卫·李·史密斯David...,2007/美国/剧情科幻,205403人评价,理查德·沙因克曼RichardSchenkman,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,科幻真正的魅力不是视觉效果能取代的。 ,,[可播放],8.5,这个男人来自地球,TheManfromEarth,/地球不死人(港)/这个人来自洞穴
肖恩·康纳利SeanConnery/尼古拉...,1996/美国/动作冒险,157202人评价,迈克尔·贝MichaelBay,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg,类型片的极致。 ,,[可播放],8.6,勇闯夺命岛,TheRock,/石破天惊/绝地任务
郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin,2006/中国大陆香港/喜剧犯罪,361403人评价,宁浩HaoNing,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,中国版《两杆大烟枪》。,,,8.3,疯狂的石头,None,/CrazyStone
HenryThomas/DeeWallace/RobertMacNa...,1982/美国/剧情科幻,174060人评价,StevenSpielberg,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,生病的E.T.皮肤的颜色就像柿子饼。,,[可播放],8.5,E.T. 外星人,E.T.:TheExtra-Terrestrial,/外星人E.T./外星人
约翰·特拉沃尔塔JohnTravolta/尼古拉斯...,1997/美国/动作科幻犯罪惊悚,236800人评价,吴宇森JohnWoo,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,,[可播放],8.4,变脸,FaceOff,/夺面双雄
亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...,1942/美国/剧情爱情战争,138635人评价,MichaelCurtiz,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,,[可播放],8.6,卡萨布兰卡,Casablanca,/北非谍影(港)/卡萨布兰卡
比尔·奈伊BillNighy/肯尼...,2009/英国德国法国/剧情喜剧音乐,178681人评价,理查德·柯蒂斯RichardCurtis,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg,生命不止，摇滚不死。,,[可播放],8.6,海盗电台,TheBoatThatRocked,/出位乐人谷(港)/海盗电波
MalcolmMcDowell/PatrickMagee/Michael...,1971/英国美国/犯罪剧情科幻,204674人评价,StanleyKubrick,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,我完全康复了。,,,8.5,发条橙,AClockworkOrange,/发条桔子/发条橙子
ClintEastwood/EliWallach/LeeVanCleef,1966/意大利西班牙西德/冒险西部,58723人评价,SergioLeone,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg,最棒的西部片。,,[可播放],9.1,黄金三镖客,"Ilbuono,ilbrutto,ilcattivo.",/好·坏·丑/独行侠决斗地狱门(港)
艾米丽·芭尔多尼Em...,2013/美国英国/科幻悬疑惊悚,213683人评价,詹姆斯·沃德·布柯特JamesWardByrkit,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187896711.jpg,小成本大魅力。,,[可播放],8.4,彗星来的那一夜,Coherence,/相干性/相干效应
凯文·史派西KevinSpacey/安妮特...,1999/美国/剧情爱情家庭,205233人评价,萨姆·门德斯SamMendes,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg,每个人的内心都是深不可测的大海。 ,,[可播放],8.5,美国丽人,AmericanBeauty,/美丽有罪(港)/美国心·玫瑰情(台)
马克·鲁弗洛MarkRuffalo/...,2015/美国/剧情传记,145535人评价,托马斯·麦卡锡ThomasMcCarthy,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,新闻人的理性求真。,,[可播放],8.8,聚焦,Spotlight,/焦点追击(港)/惊爆焦点(台)
莱昂纳多·迪卡普里奥Leonardo...,2006/美国德国/剧情惊悚冒险,152832人评价,爱德华·兹威克EdwardZwick,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,每个美丽事物背后都是滴血的现实。,,[可播放],8.5,血钻,BloodDiamond,/血腥钻石/滴血钻石
埃米尔·赫斯基EmileHirsch/马西娅·...,2007/美国/冒险传记剧情,140662人评价,西恩·潘SeanPenn,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,出门必备：本草纲目。,,[可播放],8.6,荒野生存,IntotheWild,/浪荡天涯(港)/阿拉斯加之死(台)
柯林·菲尔斯ColinFirth/杰弗里·...,2010/英国澳大利亚美国/剧情传记历史,377504人评价,汤姆·霍珀TomHooper,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg,皇上无话儿。,,[可播放],8.3,国王的演讲,TheKing'sSpeech,/皇上无话儿(港)/王者之声：宣战时刻(台)
拉尔夫·费因斯RalphFien...,1996/美国英国/爱情剧情战争,189067人评价,安东尼·明格拉AnthonyMinghella,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg,"In memory, love lives forever...",,[可播放],8.5,英国病人,TheEnglishPatient,/英伦情人(台)/别问我是谁(港)
史蒂芬·鲍德温StephenBaldwin/...,1995/德国美国/剧情犯罪悬疑惊悚,132515人评价,布莱恩·辛格BryanSinger,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455372830.jpg,我不信仰上帝，但我敬畏上帝。,,[可播放],8.6,非常嫌疑犯,TheUsualSuspects,/刺激惊爆点(台)/普通嫌疑犯
...,2001/法国德国意大利西班牙瑞士/纪录片,55649人评价,雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg,最美的飞翔。,,[可播放],9.1,迁徙的鸟,Lepeuplemigrateur,/鸟的迁徙/鸟与梦飞行
乔什·哈奈特JoshHartnett/...,2001/美国/动作历史战争,133622人评价,雷德利·斯科特RidleyScott,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,还原真实而残酷的战争。,,[可播放],8.6,黑鹰坠落,BlackHawkDown,/黑鹰降落/黑鹰计划
"汤姆·哈迪TomHardy/乔尔·...""",2011/美国/剧情运动家庭,95419人评价,:加文·欧康诺GavinOConnor,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg,热血沸腾，相当完美的娱乐拳击大餐。,,,8.9,勇士,Warrior,/勇者无敌(台)/钢铁斗士(港)
杰克·尼科尔森JackNicholson/摩根...,2007/美国/冒险喜剧剧情,149072人评价,罗伯·莱纳RobReiner,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg,用剩余不多的时间，去燃烧整个生命。,,[可播放],8.5,遗愿清单,TheBucketList,/玩转身前事(港)/一路玩到挂(台)
宋在河Jae-hoSong/李顺载Soon-jae...,2011/韩国/剧情爱情,66669人评价,秋昌民Chang-minChoo,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,你要相信，这世上真的有爱存在，不管在什么年纪 ,,[可播放],9.0,我爱你,그대를사랑합니다,/爱你/爱，是一生相伴(台)
恰拉Chara/伊藤步AyumiIto/三上...,1996/日本/犯罪剧情,114616人评价,岩井俊二ShunjiIwai,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532195562.jpg,现实与童话交相辉映的旅程。,,,8.6,燕尾蝶,スワロウテイル,/SwallowtailButterfly/Suwarôteiru
汤姆·汉克斯TomHanks/...,2000/美国/冒险剧情,153177人评价,罗伯特·泽米吉斯RobertZemeckis,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2207673534.jpg,一个人的独角戏。,,[可播放],8.5,荒岛余生,CastAway,/浩劫重生(台)/劫后重生(港)
吴镇宇FrancisNg/任达华SimonYam/...,1999/香港/剧情动作犯罪,111692人评价,杜琪峰JohnnieTo,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,,,8.7,枪火,鎗火,/TheMission
娜奥米·沃茨NaomiWatts/劳拉·哈...,2001/法国美国/剧情悬疑惊悚,258118人评价,大卫·林奇DavidLynch,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg,大卫·林奇的梦境迷宫。,,,8.3,穆赫兰道,MulhollandDr.,/穆荷兰大道(台)/失忆大道(港)
詹姆斯·沃克JamesWolk/特里特·...,2008/美国/剧情传记,119049人评价,彼得·维纳PeterWerner,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p628364149.jpg,乐观比一切都有力量。,,,8.6,叫我第一名,FrontoftheClass,/站在教室前/讲台前的我
凯尔·杜拉KeirDullea/...,1968/英国美国/科幻惊悚冒险,108775人评价,斯坦利·库布里克StanleyKubrick,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792189453.jpg,现代科幻电影的开山之作，最伟大导演的最伟大影片。,,[可播放],8.7,2001太空漫游,2001:ASpaceOdyssey,/2001：星际漫游/2001：太空奥德赛
伊桑·霍克EthanHawke/乌玛...,1997/美国/剧情科幻惊悚,98727人评价,安德鲁·尼科尔AndrewNiccol,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,一部能引人思考的科幻励志片。,,[可播放],8.7,千钧一发,Gattaca,/变种异煞/自然人
MariusWeyers/SandraPrinsloo/N!xau,1980/博茨瓦纳南非/喜剧,104908人评价,JamieUys,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173719647.jpg,纯净原始的笑与感动。,,,8.7,上帝也疯狂,TheGodsMustBeCrazy,/众神也疯狂(上)/上帝一定发疯了(上)
凯文·史派西KevinSpacey/凯特·温丝莱特Kat...,2003/美国德国英国/剧情犯罪悬疑,108083人评价,AlanParker,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186861098.jpg,捍卫人权只是信仰，一点不妨碍其行为的残忍。,,[可播放],8.6,大卫·戈尔的一生,TheLifeofDavidGale,/铁案悬谜/命悬一线
陈柏霖Bo-linChen/桂纶镁LunmeiKwa...,2002/台湾法国/剧情爱情同性,292673人评价,易智言Chih-yenYee,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584822570.jpg,青春的窃窃私语。 ,,,8.3,蓝色大门,藍色大門,/蓝色夏恋/BlueGateCrossing
